FileName|USN|Timestamp|Reason|MFTReference|MFTReferenceSeqNo|MFTParentReference|ParentReferenceSeqNo|FileAttributes|MajorVersion|MinorVersion|SourceInfo|SecurityId
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1011.map|51660192|2024-10-24 07:49:37.9036260|FILE_CREATE|100536|4|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1011.map|51660432|2024-10-24 07:49:37.9036260|FILE_CREATE+DATA_EXTEND|100536|4|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1011.map|51660672|2024-10-24 07:49:37.9036260|FILE_CREATE+DATA_EXTEND+CLOSE|100536|4|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1011.map|51660912|2024-10-24 07:49:37.9036260|BASIC_INFO_CHANGE|100536|4|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1011.map|51661152|2024-10-24 07:49:37.9036260|BASIC_INFO_CHANGE+CLOSE|100536|4|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1013.map|51661392|2024-10-24 07:49:37.9192682|FILE_CREATE|100542|3|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1013.map|51661632|2024-10-24 07:49:37.9192682|FILE_CREATE+DATA_EXTEND|100542|3|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1013.map|51661872|2024-10-24 07:49:37.9192682|FILE_CREATE+DATA_EXTEND+CLOSE|100542|3|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1013.map|51662112|2024-10-24 07:49:37.9345822|BASIC_INFO_CHANGE|100542|3|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1013.map|51662352|2024-10-24 07:49:37.9345822|BASIC_INFO_CHANGE+CLOSE|100542|3|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1116.map|51662592|2024-10-24 07:49:37.9345822|FILE_CREATE|100572|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1116.map|51662848|2024-10-24 07:49:37.9503610|FILE_CREATE+DATA_EXTEND|100572|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1116.map|51663088|2024-10-24 07:49:37.9503610|FILE_CREATE+DATA_EXTEND+CLOSE|100572|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1116.map|51663328|2024-10-24 07:49:37.9503610|BASIC_INFO_CHANGE|100572|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1116.map|51663568|2024-10-24 07:49:37.9503610|BASIC_INFO_CHANGE+CLOSE|100572|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1117.map|51663808|2024-10-24 07:49:37.9659446|FILE_CREATE|100574|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1117.map|51664048|2024-10-24 07:49:37.9659446|FILE_CREATE+DATA_EXTEND|100574|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1117.map|51664288|2024-10-24 07:49:37.9659446|FILE_CREATE+DATA_EXTEND+CLOSE|100574|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1117.map|51664528|2024-10-24 07:49:37.9818129|BASIC_INFO_CHANGE|100574|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1117.map|51664768|2024-10-24 07:49:37.9818129|BASIC_INFO_CHANGE+CLOSE|100574|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1150.map|51665008|2024-10-24 07:49:38.0131218|FILE_CREATE|100576|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1150.map|51665248|2024-10-24 07:49:38.0131218|FILE_CREATE+DATA_EXTEND|100576|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1150.map|51665488|2024-10-24 07:49:38.0131218|FILE_CREATE+DATA_EXTEND+CLOSE|100576|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1150.map|51665728|2024-10-24 07:49:38.0286788|BASIC_INFO_CHANGE|100576|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1150.map|51665968|2024-10-24 07:49:38.0286788|BASIC_INFO_CHANGE+CLOSE|100576|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_2000.map|51666208|2024-10-24 07:49:38.0439215|FILE_CREATE|100578|6|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_2000.map|51666448|2024-10-24 07:49:38.0439215|FILE_CREATE+DATA_EXTEND|100578|6|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_2000.map|51666688|2024-10-24 07:49:38.0439215|FILE_CREATE+DATA_EXTEND+CLOSE|100578|6|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_2000.map|51666944|2024-10-24 07:49:38.0597410|BASIC_INFO_CHANGE|100578|6|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_2000.map|51667184|2024-10-24 07:49:38.0597410|BASIC_INFO_CHANGE+CLOSE|100578|6|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5000.map|51667424|2024-10-24 07:49:38.0597410|FILE_CREATE|100579|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5000.map|51667664|2024-10-24 07:49:38.0597410|FILE_CREATE+DATA_EXTEND|100579|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5000.map|51667904|2024-10-24 07:49:38.0597410|FILE_CREATE+DATA_EXTEND+CLOSE|100579|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5000.map|51668144|2024-10-24 07:49:38.1068073|BASIC_INFO_CHANGE|100579|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5000.map|51668384|2024-10-24 07:49:38.1068073|BASIC_INFO_CHANGE+CLOSE|100579|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5001.map|51668624|2024-10-24 07:49:38.1222205|FILE_CREATE|100580|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5001.map|51668864|2024-10-24 07:49:38.1222205|FILE_CREATE+DATA_EXTEND|100580|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5001.map|51669104|2024-10-24 07:49:38.1222205|FILE_CREATE+DATA_EXTEND+CLOSE|100580|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5001.map|51669344|2024-10-24 07:49:38.1222205|BASIC_INFO_CHANGE|100580|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5001.map|51669584|2024-10-24 07:49:38.1222205|BASIC_INFO_CHANGE+CLOSE|100580|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5007.map|51669824|2024-10-24 07:49:38.1379395|FILE_CREATE|100581|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5007.map|51670064|2024-10-24 07:49:38.1379395|FILE_CREATE+DATA_EXTEND|100581|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5007.map|51670304|2024-10-24 07:49:38.1379395|FILE_CREATE+DATA_EXTEND+CLOSE|100581|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5007.map|51670544|2024-10-24 07:49:38.1537542|BASIC_INFO_CHANGE|100581|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5007.map|51670784|2024-10-24 07:49:38.1537542|BASIC_INFO_CHANGE+CLOSE|100581|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2003.map|51671040|2024-10-24 07:49:38.1690046|FILE_CREATE|100582|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2003.map|51671368|2024-10-24 07:49:38.1690046|FILE_CREATE+DATA_EXTEND|100582|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2003.map|51671696|2024-10-24 07:49:38.1690046|FILE_CREATE+DATA_EXTEND+CLOSE|100582|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2003.map|51672024|2024-10-24 07:49:38.1690046|BASIC_INFO_CHANGE|100582|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2003.map|51672352|2024-10-24 07:49:38.1690046|BASIC_INFO_CHANGE+CLOSE|100582|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2004.map|51672680|2024-10-24 07:49:38.1847209|FILE_CREATE|100583|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2004.map|51673008|2024-10-24 07:49:38.1847209|FILE_CREATE+DATA_EXTEND|100583|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2004.map|51673336|2024-10-24 07:49:38.1847209|FILE_CREATE+DATA_EXTEND+CLOSE|100583|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2004.map|51673664|2024-10-24 07:49:38.2002335|BASIC_INFO_CHANGE|100583|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2004.map|51673992|2024-10-24 07:49:38.2002335|BASIC_INFO_CHANGE+CLOSE|100583|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2005.map|51674320|2024-10-24 07:49:38.2159277|FILE_CREATE|100586|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2005.map|51674648|2024-10-24 07:49:38.2159277|FILE_CREATE+DATA_EXTEND|100586|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2005.map|51675136|2024-10-24 07:49:38.2159277|FILE_CREATE+DATA_EXTEND+CLOSE|100586|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2005.map|51675464|2024-10-24 07:49:38.2314539|BASIC_INFO_CHANGE|100586|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2005.map|51675792|2024-10-24 07:49:38.2314539|BASIC_INFO_CHANGE+CLOSE|100586|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2006.map|51676120|2024-10-24 07:49:38.2473650|FILE_CREATE|100587|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2006.map|51676448|2024-10-24 07:49:38.2473650|FILE_CREATE+DATA_EXTEND|100587|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2006.map|51676776|2024-10-24 07:49:38.2473650|FILE_CREATE+DATA_EXTEND+CLOSE|100587|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2006.map|51677104|2024-10-24 07:49:38.3411164|BASIC_INFO_CHANGE|100587|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2006.map|51677432|2024-10-24 07:49:38.3411164|BASIC_INFO_CHANGE+CLOSE|100587|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2011.map|51677760|2024-10-24 07:49:38.3567358|FILE_CREATE|100588|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2011.map|51678088|2024-10-24 07:49:38.3567358|FILE_CREATE+DATA_EXTEND|100588|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2011.map|51678416|2024-10-24 07:49:38.3567358|FILE_CREATE+DATA_EXTEND+CLOSE|100588|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2011.map|51678744|2024-10-24 07:49:38.3724697|BASIC_INFO_CHANGE|100588|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2011.map|51679232|2024-10-24 07:49:38.3724697|BASIC_INFO_CHANGE+CLOSE|100588|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WinINet-Config-ProxyConfigChanged_Microsoft-Windows-WinINet-Config_5600.map|51679560|2024-10-24 07:49:38.3880103|FILE_CREATE|100673|10|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WinINet-Config-ProxyConfigChanged_Microsoft-Windows-WinINet-Config_5600.map|51679808|2024-10-24 07:49:38.3880103|FILE_CREATE+DATA_EXTEND|100673|10|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WinINet-Config-ProxyConfigChanged_Microsoft-Windows-WinINet-Config_5600.map|51680056|2024-10-24 07:49:38.3880103|FILE_CREATE+DATA_EXTEND+CLOSE|100673|10|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WinINet-Config-ProxyConfigChanged_Microsoft-Windows-WinINet-Config_5600.map|51680304|2024-10-24 07:49:38.3880103|BASIC_INFO_CHANGE|100673|10|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WinINet-Config-ProxyConfigChanged_Microsoft-Windows-WinINet-Config_5600.map|51680552|2024-10-24 07:49:38.3880103|BASIC_INFO_CHANGE+CLOSE|100673|10|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_811.map|51680800|2024-10-24 07:49:38.4036228|FILE_CREATE|100773|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_811.map|51681008|2024-10-24 07:49:38.4036228|FILE_CREATE+DATA_EXTEND|100773|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_811.map|51681216|2024-10-24 07:49:38.4036228|FILE_CREATE+DATA_EXTEND+CLOSE|100773|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_811.map|51681424|2024-10-24 07:49:38.4189580|BASIC_INFO_CHANGE|100773|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_811.map|51681632|2024-10-24 07:49:38.4189580|BASIC_INFO_CHANGE+CLOSE|100773|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_812.map|51681840|2024-10-24 07:49:38.4345930|FILE_CREATE|100774|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_812.map|51682048|2024-10-24 07:49:38.4345930|FILE_CREATE+DATA_EXTEND|100774|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_812.map|51682256|2024-10-24 07:49:38.4345930|FILE_CREATE+DATA_EXTEND+CLOSE|100774|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_812.map|51682464|2024-10-24 07:49:38.4345930|BASIC_INFO_CHANGE|100774|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_812.map|51682672|2024-10-24 07:49:38.4345930|BASIC_INFO_CHANGE+CLOSE|100774|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WinRM-Operational_Microsoft-Windows-WinRM_169.map|51682880|2024-10-24 07:49:38.4502080|FILE_CREATE|100775|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WinRM-Operational_Microsoft-Windows-WinRM_169.map|51683080|2024-10-24 07:49:38.4502080|FILE_CREATE+DATA_EXTEND|100775|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WinRM-Operational_Microsoft-Windows-WinRM_169.map|51683328|2024-10-24 07:49:38.4502080|FILE_CREATE+DATA_EXTEND+CLOSE|100775|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WinRM-Operational_Microsoft-Windows-WinRM_169.map|51683528|2024-10-24 07:49:38.4661237|BASIC_INFO_CHANGE|100775|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WinRM-Operational_Microsoft-Windows-WinRM_169.map|51683728|2024-10-24 07:49:38.4661237|BASIC_INFO_CHANGE+CLOSE|100775|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8000.map|51683928|2024-10-24 07:49:38.4970504|FILE_CREATE|100776|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8000.map|51684168|2024-10-24 07:49:38.4970504|FILE_CREATE+DATA_EXTEND|100776|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8000.map|51684408|2024-10-24 07:49:38.4970504|FILE_CREATE+DATA_EXTEND+CLOSE|100776|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8000.map|51684648|2024-10-24 07:49:38.4970504|BASIC_INFO_CHANGE|100776|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8000.map|51684888|2024-10-24 07:49:38.4970504|BASIC_INFO_CHANGE+CLOSE|100776|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8001.map|51685128|2024-10-24 07:49:38.5127119|FILE_CREATE|100777|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8001.map|51685368|2024-10-24 07:49:38.5127119|FILE_CREATE+DATA_EXTEND|100777|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8001.map|51685608|2024-10-24 07:49:38.5127119|FILE_CREATE+DATA_EXTEND+CLOSE|100777|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8001.map|51685848|2024-10-24 07:49:38.5284375|BASIC_INFO_CHANGE|100777|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8001.map|51686088|2024-10-24 07:49:38.5284375|BASIC_INFO_CHANGE+CLOSE|100777|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8002.map|51686328|2024-10-24 07:49:38.5439561|FILE_CREATE|100778|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8002.map|51686568|2024-10-24 07:49:38.5439561|FILE_CREATE+DATA_EXTEND|100778|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8002.map|51686808|2024-10-24 07:49:38.5439561|FILE_CREATE+DATA_EXTEND+CLOSE|100778|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8002.map|51687048|2024-10-24 07:49:38.5596703|BASIC_INFO_CHANGE|100778|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8002.map|51687424|2024-10-24 07:49:38.5596703|BASIC_INFO_CHANGE+CLOSE|100778|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8003.map|51687664|2024-10-24 07:49:38.5753191|FILE_CREATE|100779|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8003.map|51687904|2024-10-24 07:49:38.5753191|FILE_CREATE+DATA_EXTEND|100779|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8003.map|51688144|2024-10-24 07:49:38.5753191|FILE_CREATE+DATA_EXTEND+CLOSE|100779|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8003.map|51688384|2024-10-24 07:49:38.5753191|BASIC_INFO_CHANGE|100779|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8003.map|51688624|2024-10-24 07:49:38.5753191|BASIC_INFO_CHANGE+CLOSE|100779|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5857.map|51688864|2024-10-24 07:49:38.6065155|FILE_CREATE|100780|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5857.map|51689088|2024-10-24 07:49:38.6065155|FILE_CREATE+DATA_EXTEND|100780|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5857.map|51689312|2024-10-24 07:49:38.6065155|FILE_CREATE+DATA_EXTEND+CLOSE|100780|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5857.map|51689536|2024-10-24 07:49:38.6222516|BASIC_INFO_CHANGE|100780|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5857.map|51689760|2024-10-24 07:49:38.6222516|BASIC_INFO_CHANGE+CLOSE|100780|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5858.map|51689984|2024-10-24 07:49:38.6378339|FILE_CREATE|100781|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5858.map|51690208|2024-10-24 07:49:38.6378339|FILE_CREATE+DATA_EXTEND|100781|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5858.map|51690432|2024-10-24 07:49:38.6378339|FILE_CREATE+DATA_EXTEND+CLOSE|100781|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5858.map|51690656|2024-10-24 07:49:38.6533138|BASIC_INFO_CHANGE|100781|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5858.map|51690880|2024-10-24 07:49:38.6533138|BASIC_INFO_CHANGE+CLOSE|100781|2|33631|2|archive|2|0|0x00000000|0
Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5860.map|51691104|2024-10-24 07:49:38.6533138|FILE_CREATE|100782|2|33631|2|archive|2|0|0x00000000|0
